,영화 제목,review,rating,date,from_release,word2vec
17,히트맨2,1편의 장점은 퇴색되고 단점만 부각된 느낌..,4,2025.01.23. 00:15,24,"[-1.6682198e-03  1.6517806e-05  5.6625280e-04 -3.9953450e-03
 -2.2758970e-04 -3.7125300e-03  9.5398625e-04  2.6120823e-03
  3.2568056e-04 -6.8202260e-04  1.9622152e-04 -2.7427322e-03
 -1.1553294e-03  2.5857028e-04  1.4368404e-03  2.2117975e-03
  2.2326170e-03 -1.7630208e-04  1.4507286e-03 -4.2677145e-03
  2.4316445e-05 -1.7466694e-04  1.7744432e-03 -2.5747954e-03
 -1.4194219e-03  1.8284190e-03 -2.5787603e-03 -9.0599275e-04
  2.6786895e-05 -7.0506363e-04 -6.2504510e-04  5.8044633e-04
  2.1261217e-03 -1.4751706e-03  4.5291684e-04 -1.1409783e-03
 -1.9947207e-04 -2.7325929e-03 -2.1524210e-03  9.9886826e-04
  4.4191524e-04 -3.7535541e-05 -3.1447981e-03 -6.9621368e-04
  1.3281343e-03 -4.1902857e-03 -4.2182626e-03 -5.7785277e-04
 -1.1881486e-03 -1.4578114e-03 -6.9119764e-04  1.9362819e-04
  1.4243253e-03  3.2121837e-03  1.0803704e-03  6.2791508e-04
  1.9746777e-03 -9.6759666e-04  3.1589411e-04  1.4934018e-03
 -2.8487358e-03 -2.4219747e-03  1.2718487e-03  5.6190434e-04
 -4.0385961e-03 -8.8047818e-04  1.5784373e-03 -3.3956987e-04
  1.3271478e-03 -3.0130472e-03 -1.5446641e-03 -9.3116023e-04
 -1.1804941e-03  2.5825205e-04  1.6952039e-03  2.8704645e-04
  2.2933965e-03  1.5973585e-03 -3.1802452e-03  2.4579952e-03
 -4.8485645e-03  1.8091948e-03  1.9452680e-03  3.6697639e-03
  2.8166920e-05  9.5513725e-04 -3.6648614e-03  2.5471656e-03
 -1.3283571e-03 -1.0670311e-03  3.4546042e-03  7.9809927e-04
 -6.1736786e-04  7.1800483e-04  3.3218386e-03  2.1080470e-03
  2.0051522e-03  1.6911499e-03  5.4472283e-04  6.0028239e-04]"
18,히트맨2,방향성과 주제를 잊은 속편은 관람 내내 웃음보다 한숨만 나온다.,4,2025.01.22. 22:53,23,"[ 4.96297842e-04  1.36707583e-03  2.30041682e-03 -6.41393301e-04
 -2.00409442e-03 -3.48474248e-03  1.32045452e-03  4.58385935e-03
 -2.56564631e-03 -1.57018570e-04 -1.27461774e-03 -9.56366363e-04
 -1.56792544e-03 -9.00982297e-04  5.96650571e-05  1.08745578e-03
  2.09625810e-03 -7.74884888e-04 -6.85181585e-04 -4.73622326e-03
 -2.81857024e-06  5.23167255e-04  3.28320032e-03 -4.02306585e-04
 -2.63865036e-03  2.44803773e-03 -1.09406945e-03 -6.60507998e-04
 -7.99872214e-05  8.73264275e-04  5.21268055e-04  1.21320179e-03
  4.37690527e-04 -2.09189788e-03 -1.36785465e-03  2.33955472e-03
  4.21837857e-03 -2.71285581e-03 -2.49170954e-03 -2.47332826e-03
 -1.08430802e-03 -1.44869709e-05  1.80582225e-03 -2.75107590e-03
  8.74022371e-04  5.39606786e-04 -2.66359420e-03 -1.35268201e-03
 -3.44693108e-04  9.59516503e-04  3.75764794e-04 -1.21307513e-03
 -7.96202687e-04 -8.05639371e-04 -8.98313534e-04 -1.00817546e-04
  1.13210059e-03  1.90339633e-03  1.76358168e-04  1.61908031e-03
 -2.32688221e-03  1.41388306e-03  2.21319846e-03  1.35887717e-03
 -2.63488881e-04  1.89175259e-03 -8.96025012e-05 -8.67350376e-04
 -1.42774975e-03  2.23513087e-03 -3.73324467e-04  1.84196819e-04
 -1.14859606e-03  1.39553973e-04  2.24909536e-03  1.05680709e-04
 -2.33482380e-04  1.15441519e-03 -2.06515100e-03  2.20696253e-04
  2.79490766e-03  1.33820722e-04 -1.23950839e-03  1.68551097e-03
 -1.28250173e-03  2.51558772e-03  1.81260437e-03  2.29531783e-03
  1.63806544e-03  1.10366812e-03  3.24865011e-03  1.58543943e-03
  5.22932271e-04 -3.55454715e-04  1.45612552e-03 -9.33688279e-05
  3.02016851e-04 -2.15545460e-03 -6.17479265e-04  1.27442458e-04]"
19,히트맨2,생각보다 심심해서 아쉽네요,6,2025.01.22. 14:26,14,"[-2.64799502e-03 -1.71945291e-03  4.13995469e-03  3.80398985e-03
 -2.20323703e-03 -4.90610162e-03 -2.81409593e-04  7.49271829e-04
 -3.02145118e-03 -2.45087827e-03  2.07080133e-03 -8.39832239e-04
  1.30855036e-03 -8.88960203e-04 -2.93154991e-03 -1.19995570e-03
  4.85342112e-04 -3.20787309e-03  6.37699151e-04 -4.94696526e-03
 -2.95491423e-04  4.28704638e-03  2.00925581e-03 -5.26899658e-03
  1.16961752e-03  3.08578461e-03 -3.53793032e-03  9.67941713e-04
 -2.94058723e-03  1.58703735e-03 -3.69519432e-04  4.94879158e-03
  5.71113778e-04 -7.29558989e-03 -1.16463448e-03  2.90398858e-03
 -1.63250847e-03 -4.58594132e-03 -1.37782830e-03 -6.81655062e-03
  5.22439543e-04 -5.90871554e-04 -1.46718568e-03 -8.13691993e-04
  4.74437326e-03 -5.04288124e-04 -4.76703187e-03  4.27635293e-03
 -1.10513531e-04 -2.68553710e-03 -7.98835885e-04  6.58069795e-04
  3.90467653e-03 -1.15614093e-03  2.10212613e-03 -1.93939160e-03
 -4.10598330e-03 -5.69004740e-04 -3.30243539e-03  3.89245129e-03
  9.78830038e-04 -4.92731400e-04  1.30946597e-03 -3.84950708e-03
 -1.58516946e-03 -5.43958042e-04  3.13802413e-03  4.69180429e-03
 -6.11945055e-04  4.41099238e-03 -1.30714208e-03  8.15742277e-03
 -1.30310585e-03 -4.25549166e-04  3.28394887e-03  3.38484719e-03
 -2.11551669e-05 -3.64302052e-03  1.63823622e-03 -1.21030025e-04
 -6.34604774e-04  2.57029338e-03 -2.72695953e-03  4.56827506e-03
 -3.58238188e-03  3.61614279e-04  2.48126499e-03 -2.04620929e-03
  4.10840474e-03  3.73351644e-03  4.01898986e-04 -1.70742942e-03
  2.40628980e-03 -1.78317388e-03  4.82423976e-03 -4.94811684e-04
 -1.71331177e-03  4.25002654e-04  3.41971545e-03 -3.16681899e-03]"
21,히트맨2,1편이 의외로 재밌었어서 기대했는데... 3편은 안나오겠네요,5,2025.01.22. 22:19,22,"[-6.5587455e-04  1.2181716e-03  5.9579452e-04 -1.9796136e-04
  1.2237226e-04 -3.8771282e-04 -5.2724564e-03  2.0017098e-03
 -3.3754262e-04 -4.9820618e-04 -2.2385509e-03 -1.8003572e-03
 -1.0537454e-03  2.7505914e-03  6.6470040e-04  1.2882012e-03
  2.9786761e-04 -4.5683468e-04 -3.1008127e-03 -3.9482545e-03
  1.5523988e-04 -1.6513448e-03  9.2066568e-04  2.8497083e-04
 -1.3809050e-03 -8.8000663e-05 -2.6208644e-03  1.1951574e-03
 -1.0973725e-03  1.7911196e-03  1.3410130e-03  8.2069542e-04
 -9.9010637e-04 -2.7335382e-03 -9.4638678e-04  1.9382364e-03
  1.7970956e-03 -1.7159925e-03  1.8178418e-03 -2.9737486e-03
  9.7038317e-04 -2.8700924e-03 -3.5112237e-03  6.1515166e-04
 -7.3277153e-04 -5.0108279e-03 -8.1616151e-04 -3.6717951e-04
  2.3751846e-03 -5.9100910e-04  2.1542322e-03 -2.5229645e-03
  2.3906417e-03 -4.2487663e-04 -1.5286963e-03  1.9151721e-03
  1.3540399e-03 -1.0991059e-03 -1.7162460e-03 -1.5722163e-03
  9.5636159e-04  1.5964943e-03 -4.3136516e-04  7.7815034e-04
 -2.5475801e-03  3.5242254e-03  4.3378603e-03  2.3371192e-04
 -4.0209826e-04  5.2198195e-03 -2.6985100e-03 -2.5420287e-03
 -1.6662878e-03  1.5312750e-03  3.6715819e-03  7.0043706e-04
 -1.2725556e-03  1.4843426e-03  2.5230877e-03 -1.5806000e-03
 -2.4416556e-03  1.8225443e-03 -1.9275784e-03  5.3738378e-04
 -3.6896018e-03 -2.1498313e-03  4.7684627e-04  3.8769309e-04
 -4.4152735e-06 -8.4810774e-04  2.0548727e-03  1.4865561e-03
  3.2898872e-03 -2.4298311e-03  3.0529469e-03 -5.5912847e-04
  4.1059982e-03 -2.0868613e-03 -1.1109237e-03  1.7091002e-03]"
23,히트맨2,아 왜봤을까요 ㅜ 돌아가고싶다,2,2025.01.22. 22:21,22,"[-5.4194210e-03  2.3846100e-03 -1.0879372e-03  6.3744448e-03
 -6.0315686e-03 -1.3868269e-03  6.2692707e-04  5.2204314e-03
 -1.2740832e-03 -1.5896037e-03 -3.2527056e-03 -2.5648926e-03
  5.7022239e-04 -5.6203949e-04 -4.9176663e-03 -2.0341768e-03
  3.0714911e-03 -1.0410346e-03 -3.1485285e-03  1.4069836e-03
 -2.5189819e-03  2.0485742e-03  2.3999840e-03 -5.2489368e-03
 -5.4677716e-04  5.0813630e-03 -2.8096451e-03 -5.4916774e-04
 -3.8994972e-03  1.9296110e-03  2.4709641e-03  1.7037189e-03
  5.3686523e-03 -1.9851066e-03  1.1333362e-04 -4.4354624e-03
  2.5669704e-03 -5.7369797e-04  1.7107700e-03 -4.6259006e-03
 -1.0811435e-04 -4.6192482e-04 -1.5005274e-04  1.0981541e-03
 -6.0696638e-04 -1.7636406e-03 -1.4731440e-03  1.2689240e-03
  2.6978683e-03 -3.4022375e-03 -1.0759335e-03  3.4860559e-04
 -1.8125813e-03  2.4361631e-03  2.2890549e-03  1.9578026e-03
  1.8736525e-03 -1.0596254e-03 -1.8496087e-03  5.6696031e-04
 -1.1355266e-03  3.3637746e-03 -4.5011536e-04 -1.6237360e-03
 -3.9022132e-03 -6.5320067e-04 -1.3334606e-03  3.6639241e-03
 -3.4573562e-03  1.1534406e-03 -2.4351727e-03 -2.2576153e-04
  3.9177565e-03 -3.5807907e-03  1.5116713e-03  1.5130525e-03
 -5.9561094e-04  4.3671587e-03 -2.5247857e-03  2.3398518e-03
  3.3004701e-03 -1.0222227e-03  2.0649242e-03  3.3499338e-03
 -2.4264094e-03 -2.2807594e-03  1.6183514e-03 -1.3626731e-04
 -1.9609600e-03  8.9279005e-05  3.6642612e-03  4.6368566e-04
 -2.7895598e-03  2.4426222e-04  1.9149974e-03 -4.2951107e-04
 -4.5161373e-03 -3.5626020e-03 -3.4531350e-03  3.4499678e-03]"
26,히트맨2,오랜만에 재밌는 영화보고 한참 웃었어요 ㅋㅋㅋㅋ,10,2025.01.22. 11:03,11,"[-1.8049547e-03  4.4105779e-03  1.3613349e-03 -3.5309840e-03
  2.2482114e-04 -3.6441477e-03  7.6069240e-04  2.1475598e-03
 -4.2875656e-03 -1.8731555e-03  6.1937689e-04 -7.2555244e-03
  2.7288566e-04 -2.0289412e-03  2.3264568e-03 -1.5649133e-03
  2.0365380e-03 -2.3442955e-04  1.8703369e-04 -4.0241554e-03
  4.6877563e-04 -8.4550440e-04  3.1441606e-03 -2.3050436e-03
 -4.4790511e-03  2.5001350e-03  5.4436160e-04 -3.4485324e-03
 -3.6928596e-04  1.2762290e-03  2.0244634e-03 -2.2413027e-03
 -5.1825639e-04 -1.2477412e-03 -2.6181606e-03  9.5852528e-04
  3.2234890e-03  3.7843275e-03  9.7460457e-04 -1.7889991e-03
  1.3956567e-03 -2.8024588e-03 -6.7388132e-04  2.3937086e-03
  3.1890150e-04  8.1051647e-04  1.2599253e-03 -1.6369387e-03
  3.4007849e-04  9.0112374e-04  5.2480970e-04 -2.9845450e-03
  1.3531332e-03 -2.1965830e-03  2.5740647e-04 -1.1155992e-03
  1.4172411e-03 -2.4703906e-03 -3.9316993e-03 -9.5996284e-04
 -1.9499617e-05  2.4546508e-04  3.2692573e-03 -9.2398579e-05
 -9.7743177e-04  5.6257579e-03  9.9670596e-04  2.3411649e-04
 -2.8009957e-03  9.8279072e-04 -1.5482006e-03 -5.3196534e-04
  4.7838986e-03  9.4372284e-04  2.0151923e-03  3.8245039e-03
 -6.3930056e-04  1.2853050e-03  7.2481693e-04 -9.6121937e-04
 -5.8846909e-04 -2.3268204e-04 -3.0703249e-04  3.7278774e-06
 -1.3287473e-03 -1.1857689e-03 -6.6261482e-04  2.0517041e-03
  3.0791836e-03 -2.7250085e-04  4.8798560e-03  3.2037173e-03
 -5.4292066e-04 -1.9110023e-03  3.2950882e-03 -2.7816402e-04
  1.5493163e-03 -2.4803798e-03  1.2836545e-03 -3.2909708e-03]"
27,히트맨2,웃길거라고 생각은 했는데 생각보다 더 웃김ㅋㅋㅋ배우들 케미 너무 좋고 누구나 부담없이 보기 좋을듯,10,2025.01.22. 11:13,11,"[-1.2209056e-03 -2.2015288e-03  1.4046250e-03  1.8662352e-03
  4.0463489e-04 -2.1102955e-03  7.5369223e-04 -4.9187808e-04
 -2.7226820e-03 -2.2735861e-03 -4.1695754e-04 -3.3823017e-03
  1.6283484e-03  1.5387011e-03  2.8315096e-04  3.4609059e-04
  3.7855823e-03 -2.9681341e-03  1.5184882e-03 -4.7173109e-03
  1.2741061e-03  1.9345671e-03  1.4918640e-03 -2.6718378e-03
  3.2675578e-03  1.0987228e-03 -3.6674994e-03  2.5582206e-03
 -8.7035802e-04 -5.4666784e-04  1.6412142e-04  4.0723039e-03
 -1.5536058e-05 -1.2442764e-03 -2.3019463e-03  2.1793123e-03
  6.1371786e-05 -3.9967233e-03 -9.2131383e-04 -3.5534017e-03
  9.1613439e-04 -7.3249382e-04  2.2318345e-03  2.9942161e-05
  3.1526957e-03 -1.4032703e-03 -4.5694085e-03 -4.3255356e-04
  1.2080207e-03  4.1915165e-04 -1.1140469e-03 -2.6395908e-04
  1.6309922e-04 -4.3084141e-04 -9.5831294e-04 -1.7019459e-04
  1.6433411e-04  2.0697974e-03  6.3135376e-04  9.2926947e-04
  1.8020399e-03 -9.7441563e-04  9.5799472e-04  1.4860838e-03
 -2.2913986e-03  1.9757401e-03 -2.3118814e-03  1.6601135e-03
 -7.5297267e-04  3.0532232e-03 -1.6973410e-03  3.4988164e-03
  3.6706656e-04  3.3517432e-04  2.9213780e-03 -1.6654830e-03
  1.1451441e-03 -1.7801411e-03 -1.1648386e-03  7.8224286e-04
 -9.9889142e-04 -1.8358242e-03 -3.9691972e-03  4.2818780e-03
 -1.8349001e-03  3.9318958e-04  1.3785621e-03  1.1602625e-03
  2.0277728e-03  1.7388739e-03  2.5805100e-03  1.7998408e-03
 -2.2706785e-03  1.2656446e-03  4.3069250e-03  2.7570431e-03
 -4.7469587e-04 -3.2656551e-03  2.2348182e-03 -7.2011864e-04]"
28,히트맨2,히트맨 1도 보았지만 그보다 더 재밌습니다. 설연휴에 가족들과 함께 웃으면서 보기 좋은 영화라고 생각합니다,10,2025.01.22. 11:35,12,"[-7.6037773e-04  1.3582434e-03  1.3569025e-03  1.0829068e-03
  1.7306388e-03 -2.1995916e-03  2.9935795e-03  4.4524590e-03
 -2.5374680e-03 -3.0019323e-03 -2.3102893e-05 -3.4009169e-03
  2.5102889e-04  2.3468835e-03  8.3551032e-04 -1.3979254e-03
  1.6271061e-03 -8.8787661e-04  5.2555395e-05 -4.2784000e-03
  1.7605495e-03  6.7802425e-04  3.6320188e-03 -8.4290019e-04
  5.2828045e-04 -1.5961696e-04 -2.0066982e-03  1.0446562e-03
 -1.7162383e-03  1.7990773e-03  2.3915796e-03  2.2931794e-04
  1.2826180e-03 -3.6989320e-03 -1.5934204e-03  2.5896216e-03
  2.0198398e-03 -1.0510178e-03 -1.1558800e-03 -2.3874186e-03
  1.4549476e-03 -1.3371196e-03 -9.1138994e-04 -8.7355095e-04
  1.4264295e-03  2.0578246e-04 -2.3574871e-03 -2.8549935e-04
  1.3536989e-03  1.8316859e-03  1.2385601e-03 -1.6927331e-03
  1.0517910e-03 -2.1367762e-03 -1.3675768e-03  1.0951346e-03
 -5.5489666e-04 -6.4542016e-04 -1.3154970e-03  8.7149523e-04
  6.8741210e-05 -1.3633295e-03  2.4279610e-03 -8.0751756e-04
 -2.8585827e-03  1.3861503e-03  8.8957226e-04  2.2952708e-03
 -2.8487549e-03  1.9725638e-03  3.1683674e-05  1.5509108e-03
  2.1095548e-03  1.5518139e-03  1.5428616e-03 -3.1105365e-04
  1.5075436e-04  1.2250439e-03 -1.6790479e-03 -2.0974010e-04
 -1.7854596e-03  1.7151261e-04 -6.8543683e-04  8.3455880e-04
 -1.2117722e-03 -9.5249858e-04  3.7037716e-03 -4.6794230e-04
  1.8686276e-03  6.1718031e-04  2.6840703e-03  1.2309025e-03
 -7.8967476e-04 -5.3368619e-04  4.6818866e-03  7.5388968e-04
  9.2037328e-05 -3.1351869e-03  9.4777677e-04  4.1016296e-04]"
32,히트맨2,유튜브나와서 홍보를 엄청하면 확실히 쫄려서 홍보 엄청 하는게 맞는거같다 1편보다 재미없음 아쉽다,4,2025.01.22. 15:10,15,"[ 1.2400607e-03  2.0297056e-03  5.2479940e-04 -4.6754006e-04
  1.7192458e-04 -2.0557656e-03  3.3221822e-03  3.8896399e-03
 -1.9818321e-03  4.0803301e-05 -1.4790772e-04 -1.8609983e-03
 -2.0481717e-04 -1.3095849e-04 -1.2126461e-03  4.0069935e-04
  1.8149830e-03  1.9456113e-04 -1.1606123e-03 -3.5316199e-03
 -1.1904675e-03  8.9845923e-04  1.4205885e-03  3.2467357e-04
  1.5217602e-03  1.7607484e-03 -1.5087081e-03  4.7363271e-04
 -2.1821200e-03 -1.3709373e-03  1.1469993e-03  4.8411696e-04
  7.8251318e-04 -5.7899870e-04 -7.2451046e-04  1.5054694e-03
  2.5924360e-03 -2.5564802e-04 -2.4158049e-04 -5.9020473e-03
  3.8002804e-04 -1.0072460e-03 -1.5839901e-03 -1.2168695e-03
  1.0762558e-03 -1.1125318e-03 -3.2979806e-03 -6.9429609e-04
 -3.2378046e-03 -1.8353182e-03 -6.6364277e-04 -3.7008433e-03
 -4.6308855e-05 -1.3744604e-03 -1.1916399e-03 -2.2235226e-04
 -8.3647715e-04 -8.6680381e-04 -3.9697760e-03 -2.9005820e-04
  9.5853640e-04 -8.5656432e-04  1.2463577e-03 -2.7629882e-04
 -3.5413315e-03  3.8490719e-03 -7.3159259e-05  2.8833621e-03
 -4.2451955e-03 -1.1734243e-03 -2.8634861e-03  2.6224772e-03
 -1.2365576e-03 -9.7781548e-04  1.1383595e-03  1.3528103e-03
  1.1655686e-03  2.7522028e-03  1.1404632e-03  6.4763968e-04
  1.0675878e-03  2.2436198e-04 -1.5515946e-04  2.1469835e-03
  8.2465046e-04 -3.2254160e-04  3.2706459e-03  1.2264048e-03
  7.8308879e-04 -4.6896308e-05  1.2804564e-03  5.8124913e-04
 -6.8397814e-04 -4.9651513e-04  2.8191514e-03  2.7292946e-04
  3.1899640e-04  1.0813632e-03 -6.8954501e-04  3.0397929e-04]"
36,히트맨2,5년전이나 5년뒤인 지금이나 단 1도 안 웃긴건 여전한 클라스,1,2025.01.22. 20:38,21,"[-9.0123899e-04 -1.6888653e-04  4.0473545e-04 -2.4847772e-03
  3.9008374e-03  1.9176488e-03  2.1244986e-03  7.9685112e-04
 -2.2664706e-03  1.1498687e-03  5.9815498e-05  2.4194094e-04
 -2.1233910e-03  2.0535734e-05  1.3355713e-03 -1.3429301e-03
 -2.0652253e-03 -1.7716532e-03 -1.9272856e-03 -1.1159272e-03
  1.9738288e-03 -7.7102496e-04  1.7964187e-03  1.1986943e-03
  2.1850341e-03  1.3252135e-03 -1.4260829e-03  4.1467001e-04
 -2.0317400e-04  2.5541283e-04 -1.0108192e-03  2.4057797e-03
  2.4750954e-04 -2.2463412e-03  1.2796969e-03 -2.7604401e-06
 -1.3612377e-03 -9.7141910e-04 -7.3668186e-04 -5.0318670e-03
  1.9344061e-03 -3.3828295e-03 -1.5285656e-04  3.2013230e-04
  1.5377826e-03 -2.3405345e-03 -6.6550140e-04  3.0849082e-04
  3.0348687e-03 -2.7838794e-03  2.3678122e-03 -1.7962642e-03
  2.4047986e-04  1.9069939e-05 -2.8450857e-04 -9.1938738e-04
  1.7745437e-03 -1.6173141e-03  3.2550606e-04  9.2520996e-04
  3.0626212e-03 -1.0054547e-03 -5.8401830e-04  1.2135953e-03
 -7.6577102e-04  1.0035371e-03  2.6837392e-03  1.2510964e-03
  1.2668482e-03  1.1048679e-03  1.7503198e-04  2.6549043e-03
  3.1598791e-04  1.3579930e-03 -9.9500653e-04 -1.0685667e-03
 -1.2832563e-04 -9.7573982e-05  1.8116254e-03 -9.6947793e-04
 -1.8326435e-03 -6.3811359e-04 -1.4340197e-04 -8.3064090e-04
  1.1681481e-03  3.5719427e-03 -1.3185478e-03  1.7561065e-04
  1.7564566e-03 -8.7545493e-05  2.9705877e-03  4.1365132e-04
  2.4116118e-04 -4.1465899e-03  2.7342278e-03  2.6819133e-03
  1.8514964e-03 -4.0358625e-04 -1.3224229e-03  9.1480155e-04]"
37,히트맨2,권상우는 나이먹어도 러블리함ㅋㅋㅋ그냥 잘됐으면 좋겠음ㅋㅋㅋ,7,2025.01.22. 11:44,12,"[-1.5992463e-03  3.6778301e-04 -2.1577757e-04  5.2918456e-03
  4.0326285e-04 -8.1633311e-04  3.1984670e-03 -2.5550195e-04
  4.5991669e-04 -3.6965034e-03  2.0478175e-03 -2.6201322e-03
  2.5054420e-04 -2.5520427e-03  1.5318040e-03  2.9223352e-03
 -2.6432979e-03 -1.1759656e-03  2.1354947e-03 -1.5149571e-03
 -2.6063332e-03  4.2794449e-03 -2.2975476e-03  6.1753823e-04
 -1.8215668e-03  4.9360213e-04 -1.5655864e-03 -9.0483809e-05
 -2.3286766e-03 -2.4421006e-03  4.0888914e-04  9.4730221e-04
 -8.0516731e-04  1.3962517e-03 -1.3325841e-03  3.1738684e-03
  2.3175805e-04 -9.6393116e-05 -2.2510267e-03 -4.1410167e-04
  3.5479034e-03 -8.8027935e-04 -2.9576428e-03 -3.2218718e-03
  4.5449017e-03 -1.5659974e-03 -2.5420105e-03 -1.8211509e-03
  3.3042594e-03  1.1058605e-04 -9.3827744e-05 -9.6912403e-04
  8.8551792e-04 -3.7115393e-03 -3.4069873e-03  3.2452840e-04
 -4.0819836e-03 -3.2496958e-03  6.6591060e-04  2.8985765e-04
  2.4152407e-03 -1.2932354e-04  2.3290275e-03 -2.8082896e-03
 -2.6605097e-03 -2.2124690e-04 -1.4815100e-03  5.0751735e-03
 -3.5148845e-03  2.0190219e-03  2.0224163e-03  1.6906918e-03
  1.2922641e-03  9.1010408e-04  3.4099377e-03  1.6637590e-03
 -2.1279116e-04 -4.8499741e-03  2.4796349e-03 -3.3658350e-04
  6.9706683e-04 -2.9268137e-03 -2.4771416e-03  1.3859401e-03
 -2.6133654e-04 -3.5433921e-03  1.3127052e-03  5.0644338e-04
  1.0027363e-03 -2.6146828e-03 -1.4966927e-03  3.6448492e-03
  2.5614069e-03  2.3347386e-03  5.2844873e-04  4.5663249e-03
 -2.7913647e-03  1.7000515e-03 -1.4529717e-03 -2.0820650e-03]"
40,히트맨2,코미디 영화를 엄청 좋아하는데이제 쫌 개그수준을 올려도 되지 않을까너무 옛날에 머무른 느낌이다,4,2025.01.22. 17:20,17,"[-1.82352879e-03  4.61712916e-04 -4.53012559e-04 -1.56530133e-03
 -7.67294026e-04 -3.57715227e-03  6.54557836e-04  3.15419305e-03
 -8.33511353e-04  1.19284459e-03  4.71582724e-04 -1.36303680e-03
  2.74104939e-04  4.68654413e-04  1.07734835e-04 -1.16460165e-03
 -1.33733172e-03 -8.35725048e-04 -1.32647622e-03 -4.30332636e-03
 -1.54713774e-03  3.01998050e-04 -5.51255886e-04 -4.31186898e-04
  9.24788110e-05 -1.35170447e-03 -1.16215448e-03  4.45693819e-04
 -1.23130810e-03 -1.70920382e-03  6.80796802e-07 -6.02638233e-04
  4.63253091e-04  4.21054749e-04 -1.13770319e-03  1.63339253e-03
  1.87592360e-03 -9.40581376e-05 -4.38798510e-04 -4.34238277e-03
 -1.52069930e-04 -1.51002780e-03 -3.33481049e-03 -2.86329468e-03
  1.13711569e-04 -5.79387939e-04  1.11259893e-03  2.98295898e-04
 -1.22974382e-03 -9.45448119e-04 -3.30691575e-04 -6.56776770e-04
  1.18893385e-03  3.03600333e-04 -1.43244211e-03  9.72118112e-04
  1.46067829e-03 -8.18029337e-04 -7.97570101e-04  2.01473827e-03
  1.23501604e-03 -1.56323006e-03  1.71041512e-03 -1.47575059e-03
  4.22948593e-04  2.16251472e-03  1.35777984e-03 -4.66896017e-05
 -5.96118916e-04 -1.45195203e-03 -1.47881813e-03  2.31879018e-03
  1.32068584e-03  1.01066846e-03  3.46606073e-04  1.95022847e-03
 -1.31599966e-03  7.26268045e-04 -1.89849327e-03  8.70377698e-04
  3.01615195e-03 -1.64730533e-03 -1.60617533e-03  2.19339482e-03
  7.53214932e-04  7.63381016e-04 -2.12450256e-03  1.12599082e-04
  3.43479263e-03  4.44314384e-04  7.20258045e-04  3.43058724e-03
 -1.27354090e-03  8.10037192e-04  2.65184883e-03 -7.39734794e-04
  6.64904248e-04 -1.51397288e-03  1.16300874e-03  4.53021727e-04]"
42,히트맨2,애니 신경쓰느라 실사 스토리가 빈약하네요,6,2025.01.23. 01:57,26,"[ 1.8235437e-03 -7.5325731e-04  1.0369750e-03 -1.1736039e-03
  7.6437008e-04  2.1465912e-03  7.6803059e-04 -3.8750703e-04
 -2.0293526e-03 -1.3540454e-03 -2.1406035e-03  7.0218381e-04
  2.3233504e-03  2.1949378e-03  2.7086557e-04  4.9071602e-04
 -2.1819167e-03  4.1440508e-04 -1.4869832e-03 -3.6731039e-03
  4.2849742e-03 -9.5487956e-04 -1.6007066e-03  1.5585163e-03
 -4.9158735e-03  5.2420993e-04 -1.9292439e-03 -1.6904798e-03
 -1.7047308e-04  3.8065738e-03 -1.4234794e-03  3.9620511e-04
 -2.6649046e-03  2.4401413e-03  1.1811459e-03 -1.0343303e-03
 -2.2779491e-03 -4.5200138e-04 -1.4879638e-03 -4.2927149e-03
 -4.8568845e-04 -3.1691331e-03 -1.6754275e-03  1.9208408e-03
  3.4109571e-03  1.8889384e-03 -4.8120962e-03 -4.3594264e-03
  2.6260491e-03 -8.2076917e-04 -2.0044635e-03 -4.6528601e-03
  2.5801163e-03 -1.6624638e-03  3.1340532e-03  1.2422429e-03
 -2.1186981e-03 -3.4894582e-04 -4.2526182e-03 -8.5202977e-05
 -1.5741125e-03 -5.4950279e-04  4.3274844e-03 -9.6529227e-04
 -2.8681660e-03  1.9889623e-03 -2.5515205e-03  1.0451666e-03
  7.7514577e-04  2.5086291e-04  2.2295951e-03  1.5895370e-03
  1.0170363e-03 -3.5252882e-04 -1.9165735e-03  1.0473288e-03
  4.0166718e-03 -2.9833480e-03  1.7246149e-03  7.9377397e-04
  2.6760495e-03 -1.6835136e-03  2.7202475e-03 -1.6502978e-05
 -9.6600049e-04 -1.0347400e-03 -2.1762105e-03  1.2945986e-03
  1.1459246e-03  1.6488436e-03 -1.0591532e-05 -8.1852812e-04
  4.0146569e-03  1.1303293e-03 -1.4281393e-03 -7.3828100e-04
 -2.2362501e-03 -2.1885964e-03  7.2419073e-04  1.0884363e-03]"
