,Unnamed: 0,review,rating,date,from_release,word2vec
378,378,재미와 볼거리가 1편보다 조금 못하다.,6,2025-01-23 00:24:53.166363,24,"[-2.6723535e-03  8.8576728e-04  6.8362011e-04  3.2349215e-03
 -1.9787662e-03 -4.2141429e-03  3.6049753e-03  6.8649515e-03
 -3.9374894e-03 -1.1175676e-04 -6.7366991e-04 -4.8444755e-03
 -2.0321542e-03  2.7656499e-03  3.9720957e-04  3.2410750e-04
  1.1973298e-03 -3.9745523e-03 -7.1657688e-04 -8.6583579e-03
  1.3295013e-03  2.8461120e-03  1.0849844e-03 -2.5004931e-03
 -1.2768303e-03 -4.8372225e-04 -3.3597327e-03 -1.3476170e-03
 -3.9085816e-03 -1.2499455e-03  3.4241222e-03  1.8197899e-03
  3.0680960e-03 -4.0433686e-03 -9.1325998e-04  5.5845543e-03
  2.2383356e-03 -2.9332580e-03 -2.6182432e-03 -4.2940122e-03
  2.4341512e-03 -1.7226352e-03 -5.7017352e-03  1.2346039e-03
  1.9988294e-03  1.0213115e-03 -2.1323855e-03 -1.0812281e-03
  4.6732011e-03 -5.4345460e-04  2.0782193e-03 -1.9643216e-03
  6.6772940e-05  1.5688491e-03 -3.0711966e-03  1.1466942e-03
  3.2463653e-03 -1.0703414e-03 -2.4588287e-03  3.3888484e-03
 -1.3023179e-03  4.0778119e-04 -1.1663079e-03 -4.9139722e-03
 -5.7650241e-04  1.3990258e-03  2.5236472e-03  4.2711603e-03
 -5.5440534e-03  5.5974829e-03 -1.5151565e-03  2.2033120e-03
  2.4071264e-03 -3.4915991e-03  6.7679677e-03  1.2457506e-04
  4.8651724e-04 -1.2604155e-03 -1.2463628e-03 -1.6116315e-03
 -6.0618352e-03 -1.4781319e-03 -2.2948829e-03  7.5905025e-03
 -5.0399173e-03 -5.4347224e-04 -6.6034042e-04  2.4671303e-03
  4.5567644e-03  1.9598072e-03  4.8803771e-03  2.5053963e-03
  1.8172194e-03  6.8306370e-05  3.5332432e-03  2.0559607e-03
 -4.7745186e-04  4.5654920e-04  2.2024659e-03  2.2353614e-03]"
379,379,유치하지만 액션은 멋있다,6,2025-01-23 00:24:53.173299,24,"[-4.7114003e-03 -5.4028130e-04 -1.0405420e-03  1.2366152e-03
 -2.5857734e-03 -5.7058400e-03  2.4264790e-03  2.5367192e-03
 -3.0221022e-03 -2.7824433e-03  2.5775814e-03 -6.2718950e-03
 -4.6429140e-03  1.2286240e-03  7.5399985e-06 -1.7905612e-03
  1.1292595e-03 -3.7927865e-03  1.4613909e-03 -6.2098366e-04
 -1.1836439e-03  3.4461138e-03  5.9710946e-03  1.4413334e-03
 -2.5211433e-03  8.7469062e-03 -6.0375230e-03 -2.3164006e-04
 -6.3904990e-03 -2.9593017e-03 -6.3296175e-04  2.4897042e-03
  3.0283101e-03 -3.4243213e-03 -5.0029415e-04  3.6399968e-03
 -2.7717766e-03 -7.5793765e-03 -6.6897226e-03 -5.5136494e-03
 -3.2975064e-03  1.5307923e-03 -1.2486088e-03  1.0671203e-03
  4.2580240e-03 -5.1191445e-03  4.4750562e-04 -2.8129872e-03
  3.8415948e-03  1.9973735e-03  7.4201846e-04 -1.7721575e-03
  2.7501695e-03  1.8483991e-03 -4.6152426e-03 -4.2529665e-03
 -2.2234302e-03 -5.1060338e-03 -4.9605528e-03 -5.3315433e-03
  3.5145150e-03 -1.2015085e-03 -1.7743192e-03  6.9629978e-03
 -7.4566137e-03  1.8866980e-03  1.5980506e-04  4.8040226e-03
 -6.4059254e-03  9.0313600e-03 -2.1391287e-03  2.4614809e-03
  4.7986899e-03 -3.5189209e-03  5.2124159e-03  6.7244712e-03
 -4.8013064e-03  2.1661995e-03 -3.7367826e-03  8.0460892e-04
 -2.5139670e-03 -1.1254533e-04 -3.1041587e-03  6.4808782e-04
  3.7904724e-04 -3.3163528e-03  5.6151855e-03  3.6351208e-03
 -2.0283959e-03  2.1039438e-03  4.7510220e-03  5.2191559e-03
  3.0871644e-03 -1.6659318e-03  5.9102508e-03  5.9683677e-03
 -1.3623841e-03  2.3820116e-03 -5.4258863e-03 -3.1183199e-03]"
380,380,그냥 저냥 볼만합니다.,8,2025-01-23 00:24:55.273542,24,"[-2.1344142e-03  4.7573871e-03 -1.6020177e-03  1.0008834e-03
  3.4779948e-03 -5.7038371e-03  6.0341447e-03  1.0646472e-02
 -1.3207916e-04 -6.1566656e-04 -3.2499600e-03 -8.6760288e-03
 -4.2946800e-03  4.8857066e-03  6.4385292e-04  9.7339519e-04
  7.5101806e-04  1.4104553e-03  1.8750498e-03 -8.0234893e-03
 -8.5276355e-05 -1.7646619e-03  1.9338258e-03 -7.6720520e-04
 -2.7272978e-03  2.5429984e-03 -2.5112380e-03 -8.2470942e-04
 -2.3816868e-03  1.9441502e-03  6.9179791e-03  1.1427527e-03
  4.3341699e-03 -5.2213259e-03 -3.3227936e-03  3.0871001e-03
  1.6317774e-03 -1.7646389e-03  1.5126634e-04 -5.4602674e-03
  1.3515840e-03 -5.4391553e-03 -8.3966501e-04  3.9998352e-04
  9.2323270e-04 -2.2191110e-03 -4.6016215e-05 -1.4031833e-03
  3.1731285e-03  2.3812097e-03  2.6794292e-03 -4.6801562e-03
  1.0217523e-03 -6.6797825e-04 -2.4055077e-04  1.8965246e-03
  1.2495957e-03 -4.7880784e-04 -2.9523273e-03  1.1848342e-03
  9.4313559e-04 -1.1078747e-05  6.5945095e-04  1.1182890e-03
 -1.8039352e-03  2.3754365e-03  7.2362339e-03  5.5827987e-03
 -6.6111335e-03  7.2753928e-03  4.2625037e-05 -3.6638198e-04
  3.5378987e-03  4.4529288e-04  7.9947971e-03  3.0660895e-03
 -3.1349568e-03  6.8971649e-04 -1.3466042e-03  9.4960807e-05
 -7.8862784e-03 -1.8387511e-03 -5.2372296e-03  4.5376574e-03
 -2.5113090e-03 -4.8017995e-03  3.2042153e-03  4.6667778e-03
  3.1738936e-03 -1.1042826e-03  7.9000052e-03 -3.9398464e-04
  4.5938664e-03 -1.1894500e-03  8.1475927e-03  3.8742370e-03
  4.8537995e-03 -7.9157058e-04  1.0078056e-03  2.4762612e-03]"
381,381,히트맨 재밌게 봤어요,10,2025-01-23 00:24:55.282097,24,"[ 0.00250471  0.00144733  0.00439358  0.00195825 -0.00350603 -0.00690921
  0.00304658  0.0092129  -0.00820222 -0.00398074  0.00126289 -0.00652257
  0.00302204  0.00169766  0.00244683 -0.00150719  0.00520316 -0.00106675
 -0.00633122 -0.01467252  0.00125846  0.00263037  0.00413794 -0.00668901
 -0.00202086  0.00186061 -0.00119043  0.00143672 -0.00615123  0.00352239
  0.00050954  0.00020974  0.00458969 -0.00539383 -0.00314956  0.00365252
  0.00208445 -0.00349994 -0.0052996  -0.00599641 -0.00176971 -0.00148648
 -0.00603478  0.00426354  0.00385086 -0.00319704 -0.00574719 -0.00042422
  0.00252418  0.00365982 -0.00394733 -0.00275975 -0.00230285 -0.00315234
 -0.0021683   0.00114113 -0.00163353 -0.00267656 -0.00437823  0.00559827
  0.00162818 -0.00179201  0.00050333  0.00067093 -0.00688905  0.00825719
 -0.00154477  0.00678162 -0.00581747  0.00324977  0.00155119  0.00645813
  0.00364124 -0.00092639  0.00295641  0.006845    0.00733776 -0.00299913
 -0.00366133 -0.00151725 -0.0025963   0.00046886 -0.005365    0.00946786
 -0.00513385 -0.00099525  0.00186675  0.00454285  0.00898409  0.00353871
  0.00669175  0.00231684  0.0010404   0.00217209  0.00686003  0.00547975
  0.00282771 -0.00604151  0.00502094 -0.00430089]"
382,382,"전편과 비슷한 전개
그냥 가볍게 보기 좋은 영화라고 생각됨",6,2025-01-22 23:24:55.290080,23,"[ 1.7208675e-05  2.6490563e-03 -2.1990146e-03  1.1877238e-03
  8.3865196e-04 -7.3609757e-03  1.0632401e-03  6.4604636e-03
 -4.0543634e-03 -1.6661499e-03  7.8785536e-04 -2.0015365e-03
 -5.4005720e-04  3.3260272e-03  9.7580295e-04 -2.6653595e-03
  1.4743867e-03 -1.1844003e-03 -2.1859913e-03 -7.4406383e-03
  2.3932771e-03 -3.0525571e-03  5.6373805e-04 -2.9111966e-03
 -5.7303486e-03 -1.8405878e-03 -2.8173742e-03 -2.3274957e-03
  6.3526444e-05 -2.4577760e-04  3.1026364e-03  2.7943696e-04
  5.0336067e-03 -2.9593941e-03 -2.6928252e-04  4.4423561e-03
 -5.1162497e-04  1.4334646e-03 -3.3330258e-03 -4.2955484e-03
  1.8592780e-03 -2.5738010e-03 -1.2517172e-03  1.4158562e-03
  2.6834959e-03 -2.1092976e-03  9.3186763e-04 -3.8309456e-04
  4.2936200e-04  2.8546825e-03 -4.3465429e-06 -1.5567925e-03
 -2.1656882e-04 -8.7525160e-04 -4.6531230e-04  1.1571532e-03
  6.8327948e-04  6.0785597e-04 -1.3941239e-03 -2.2033700e-03
  9.9400978e-04 -1.3685150e-03 -3.3679840e-04 -1.6586267e-04
 -4.0153731e-03  2.3968229e-03  1.5900052e-03  5.6272098e-03
 -4.8296037e-03  3.7501738e-03 -1.6784184e-03 -7.5757131e-04
  1.1537998e-03  3.9900583e-03  1.8365968e-03  2.6864911e-04
 -3.5333198e-03  2.0827041e-03 -2.2814116e-03  4.2486237e-03
 -3.2609452e-03  2.9279145e-03 -3.3192858e-03  6.1155027e-03
 -3.3039413e-03 -2.4958027e-03  1.0764097e-03  4.3295668e-03
  3.5613445e-03  3.9209928e-03  3.2252618e-03 -1.0881409e-03
 -2.1423332e-03  1.5780472e-03  3.7061793e-03  1.6454783e-03
 -1.3603321e-03 -1.5557568e-04 -1.5046687e-03 -1.7611439e-04]"
383,383,1편보다 어떤 면에서는 더 망가졌다,4,2025-01-22 23:24:55.297766,23,"[ 1.2727367e-03  1.4565620e-03  4.2686050e-04  4.2465772e-03
  3.8820028e-05 -5.7880627e-03  1.8993818e-03  4.4632712e-03
 -4.1256272e-03 -5.1842788e-03 -2.2560020e-03 -5.7962299e-03
  1.4394759e-03  2.5632903e-03 -1.0619166e-03 -1.8901275e-03
  2.4214003e-03 -3.6849740e-03 -2.0314252e-03 -8.4685693e-03
  2.4078263e-03  3.6463111e-03 -1.5846257e-03 -4.2515749e-04
  6.1713479e-04  7.8755652e-04 -1.9614736e-03 -1.2867870e-03
 -6.4137718e-04 -2.3094748e-04  2.6900042e-03  3.0127172e-03
  3.9628870e-03 -3.4866538e-03 -6.6025583e-03  3.8723408e-03
  4.7874581e-03 -1.1642533e-03 -2.4328576e-03 -6.4573279e-03
  3.7666932e-03  1.9019885e-03 -1.5448891e-03  3.9059937e-04
  5.2760066e-03 -8.5159543e-04 -5.2933197e-04 -3.9664572e-03
  2.7761105e-03  7.3772315e-03 -8.5584819e-04  1.5636599e-03
 -7.1622187e-04  3.3963635e-04  2.7577585e-04  9.1038243e-04
  3.7661176e-03 -9.3822309e-04 -2.0185090e-03 -1.5075919e-03
  8.1175030e-04  2.3232191e-03 -4.0288741e-04 -4.2994334e-03
 -2.4220806e-03  1.2894655e-03  9.0080022e-04  6.8533811e-04
 -2.6503457e-03  1.8969490e-03 -3.0842661e-03  4.7092489e-04
  1.9821711e-03 -4.3218094e-04  4.2619687e-03  5.1606249e-04
  3.4160260e-03 -1.4825236e-03 -2.3011314e-03 -9.2872640e-04
 -3.2641852e-04 -8.9685328e-04 -3.8304292e-03  5.5744308e-03
 -5.0309493e-05 -3.8534114e-03 -6.3026202e-04  2.7866308e-03
 -7.8889116e-04  2.3625679e-03  5.0700502e-03  1.4212341e-03
  1.5570377e-03  8.6649589e-04  2.9099542e-03  9.3397062e-04
 -1.3806119e-03  1.3212573e-03  3.1715666e-03  3.0002831e-03]"
384,384,킬링타임용 양화네요 재밌어요,8,2025-01-22 23:24:55.305105,23,"[-4.3953904e-03 -1.2733383e-03  1.8309926e-04  3.6082182e-03
  1.1949461e-03 -5.8558770e-03  2.5850078e-03  6.8944232e-03
 -2.0325424e-03 -1.3473677e-03 -3.4474470e-03 -3.0588424e-03
 -3.2173290e-03  3.0861141e-03 -2.2809191e-04 -2.2006433e-03
 -2.9504327e-03  6.1537925e-04 -3.1419806e-03 -7.4733881e-04
 -4.4283285e-03 -1.3719992e-03 -6.7653693e-04 -2.6364338e-03
  4.2430367e-03 -3.9810338e-03 -3.0199593e-04  3.0334087e-04
 -2.8452314e-03  3.0255753e-03  4.7390503e-03  1.5130219e-03
  2.5421407e-03 -1.8758363e-03 -2.6045076e-03  3.3270584e-03
  1.2004226e-03  1.1085963e-03 -9.5358439e-04 -5.1208339e-03
 -5.1912497e-04 -2.6326769e-03  1.4672891e-03 -2.1279538e-03
  5.5247876e-03  2.7366842e-03 -4.1401596e-03 -2.6430802e-03
  6.9820666e-04  2.1491984e-03  6.3812826e-04 -8.8049920e-04
  3.7535949e-05  2.8135410e-05 -2.5135793e-03  2.3511227e-03
 -1.6848707e-03 -1.9068659e-03 -1.5239917e-03  1.9144708e-03
 -2.4375382e-03  1.0655547e-03  4.8785843e-04  4.5791382e-04
 -3.4805059e-03  9.7882189e-04  3.5316087e-03  7.9152500e-04
 -5.1723947e-03  5.2507166e-03 -3.3265282e-04 -1.3058289e-03
 -1.1727141e-03  2.7109610e-03  4.5150542e-03  9.7250933e-04
  3.2800946e-03 -1.9554959e-03  4.8582675e-04  7.2351977e-04
 -1.0177857e-04 -3.2676198e-03  2.2201613e-04  3.2375336e-03
 -2.9479265e-03  1.4395718e-03  2.9916279e-03 -6.8390876e-04
  4.2359484e-03  2.9960817e-03  1.6913001e-03 -5.8895868e-04
  1.6702513e-03 -4.1963113e-04  1.3988769e-03  4.6011116e-03
  1.7910497e-04 -4.3870611e-03  3.2816499e-03  3.0333223e-04]"
385,385,생각보다 재밌게 봤음 ,8,2025-01-22 23:24:55.312314,23,"[-0.00069611  0.00113467 -0.00091563  0.00494489 -0.00455177 -0.00985775
  0.00657198  0.01497115 -0.00927473  0.00075059  0.00332863 -0.00564826
 -0.00316312  0.00824547 -0.00185245 -0.00526159  0.00448035 -0.00270313
 -0.01031922 -0.01271725  0.00596391  0.00148356  0.0027649  -0.00253177
  0.00294393 -0.00420153  0.00091589  0.00098043 -0.0077351   0.00017291
  0.00421837  0.00139705  0.00731625 -0.01034071 -0.00459683  0.00288763
  0.00516728 -0.002702   -0.00093263 -0.01157819 -0.00369284 -0.00019625
 -0.00673153  0.00173864  0.0025041   0.00024427 -0.00504843  0.00464919
  0.00491504  0.00559896 -0.00403308 -0.00250642 -0.00149843 -0.00382487
  0.00267963 -0.00219458  0.00341126 -0.00254203 -0.00579982  0.00752218
  0.00385719 -0.00234147  0.00173523 -0.00663619 -0.008317    0.00441356
  0.00402209  0.01022559 -0.00955797  0.0064733  -0.00017918  0.00534442
  0.00327629 -0.00406059  0.00648297  0.00297562  0.00444112 -0.00016557
 -0.00556109 -0.00183114 -0.00051876  0.00106562 -0.00650654  0.00763841
 -0.0073136  -0.00279727  0.00467007 -0.00089618  0.00575526  0.0072493
  0.00638686  0.00362679  0.0069688   0.00077936  0.01223066  0.00605459
 -0.00168567 -0.00372891  0.0052288  -0.00064835]"
386,386,정말재미있게 봤어요 ,10,2025-01-22 23:24:55.319334,23,"[-3.0413640e-03  3.0525036e-03  8.4486976e-04 -2.1157402e-03
 -5.2503650e-03 -5.7628029e-03  3.5521921e-03  1.1653350e-02
 -4.7608418e-03 -3.0505124e-03 -2.0744873e-03 -6.4007230e-03
 -5.5976897e-03  3.0850999e-03  3.1021595e-04 -5.9449212e-03
 -1.5929132e-03 -5.4413434e-03 -7.3858569e-03 -1.1369658e-02
 -4.1812318e-04 -5.1466346e-04  2.8405134e-03  2.5429591e-03
 -3.6203326e-04 -1.8875343e-03 -7.6791574e-04 -4.8105251e-03
 -3.4788002e-03  2.9189931e-04  2.1814171e-03 -2.4917214e-03
  4.6730922e-03 -9.7545460e-03 -4.1757966e-03  4.0957611e-03
  6.5351310e-03 -5.1595494e-03  2.9612791e-03 -9.6255271e-03
 -1.0440312e-03 -6.1730533e-03 -7.9597710e-03 -2.4324073e-03
  1.3322900e-03 -3.8868843e-03 -2.8935687e-03  4.8198546e-03
  3.2380724e-03  6.8000257e-03 -2.3202905e-03 -3.7580973e-03
 -1.1624072e-03  2.5903017e-03  7.0558023e-04  3.2181786e-03
  4.1880482e-03 -4.7558141e-03 -5.3133569e-03  2.1092440e-03
  6.0712281e-03 -9.8616898e-04 -7.0503837e-04 -3.5332430e-03
 -4.4098418e-04  7.2713667e-03  2.0968218e-03  2.9295941e-03
 -6.4423457e-03 -2.6506683e-05 -2.8914113e-03  8.0220951e-03
  1.3922686e-03 -4.2450535e-03  3.9121774e-03  5.5185556e-03
 -1.5014224e-04  2.3134665e-03 -9.8250166e-04  4.1118110e-04
  3.1697780e-03 -2.5629525e-03 -3.1872781e-04  4.5251851e-03
 -3.4841646e-03 -2.0060453e-03  7.2247413e-04  6.5536941e-03
  3.3182958e-03  3.7967309e-03  6.1266348e-03  5.2607735e-03
 -2.6023982e-03 -4.1058767e-03  9.6319383e-03  3.2575771e-03
  8.2977735e-05 -8.9655593e-03  2.0273456e-03 -3.7276957e-03]"
387,387,기대 없이 보니까 재밌었어요~ 시간 때우기용으로 좋아요 ,9,2025-01-22 23:24:55.326248,23,"[ 0.00109025  0.00309417 -0.00105548 -0.00310828  0.00332406 -0.00581165
  0.00162063  0.00747421 -0.00229465  0.00125439  0.00189666 -0.0021854
 -0.00116144 -0.00054015  0.00327292 -0.0019732   0.00168091 -0.00158139
 -0.00317805 -0.0064509  -0.00151394 -0.00103114  0.00227424 -0.00376602
 -0.0022118  -0.00319991  0.00198044  0.00149237 -0.00312063  0.00196491
  0.00439554 -0.00223687  0.00137388 -0.00254689 -0.00438247  0.00329137
 -0.00096705 -0.00061553  0.00081313 -0.00742549 -0.00219053 -0.00142521
 -0.00175928  0.00056622  0.00060356  0.00015115  0.00097484 -0.00172557
 -0.00098931  0.00406415  0.00194754 -0.00254111 -0.00128991  0.00157425
 -0.00201755 -0.00061228  0.00294963 -0.00106387 -0.00445518  0.00189534
  0.0016687   0.00150822  0.00090832 -0.00128998 -0.00304745  0.00745831
  0.00160975  0.00633107 -0.00601499  0.00482208 -0.00178428  0.00060241
  0.00094989  0.00097195  0.00126947  0.00130326 -0.00164381  0.00110471
 -0.00235953 -0.00067715 -0.00148249  0.00020519 -0.00429123  0.00205074
  0.00144092  0.00135136 -0.00234707  0.00038601  0.0028173   0.00231278
  0.0033082   0.00128019  0.00048908 -0.00017974  0.00556356  0.00326647
 -0.00155359 -0.0028782   0.00374803 -0.00529665]"
388,388,권상우의 코믹연기가 무척 유쾌했어요~~,7,2025-01-22 23:24:55.333120,23,"[ 2.5185104e-04  1.8335712e-03 -5.4361188e-04 -1.1663935e-03
 -4.2688765e-04 -6.8399077e-03  1.3408179e-03  3.6845019e-03
 -9.1820478e-04  6.9769117e-04 -3.4023446e-03 -1.4936537e-03
 -3.6658582e-03  6.2067667e-04 -6.3269370e-04 -2.3433502e-04
  1.4904498e-03 -2.5319317e-03  8.0122345e-04 -5.1687821e-03
  1.0378077e-05  4.0124552e-03 -1.7292841e-03 -1.3594914e-03
 -3.5930795e-03  3.6302628e-03 -6.9179451e-03  7.5533148e-04
 -4.1430825e-03  1.9013127e-03  2.9267790e-03 -1.6851332e-03
 -6.7529426e-04 -3.2170319e-03 -2.3216675e-03  2.9071842e-03
  2.6549515e-03 -1.5147383e-03 -2.8232592e-03 -3.9840075e-03
 -3.3453765e-04 -3.1917442e-03 -3.0069582e-03 -7.4636220e-04
  2.1964991e-03 -1.0266164e-03 -6.8937433e-03 -2.6161985e-03
  1.7469092e-03  9.6457551e-04  1.2845582e-03 -3.2573822e-03
  3.2576683e-04  1.0964933e-03  7.8617764e-04  3.2097914e-03
  3.8339593e-03 -1.1131936e-03 -4.4907089e-03  4.3384288e-03
 -2.8678242e-04 -2.4210368e-03 -1.1856516e-03  7.2312381e-05
  9.9827559e-04  1.4733340e-03 -1.0618474e-05  2.0549234e-03
 -3.8669698e-03  1.4924363e-03 -2.3988006e-03  1.9975230e-03
  2.0105636e-03 -3.2245535e-03  2.9038026e-03 -1.6508213e-03
 -3.8118293e-03  1.6030383e-03 -2.5527284e-03  1.1185494e-03
 -3.5757544e-03  2.9725702e-03 -3.3946172e-03  8.9065861e-03
 -1.5222989e-03 -1.9906601e-03  9.7587006e-05  5.1965993e-03
  5.4000230e-03  6.2237616e-04  6.3900831e-03  1.5852542e-03
  1.6237579e-03 -4.1887434e-03  2.7890783e-03  5.0741085e-03
  4.2063871e-04 -1.0428169e-03 -1.8669135e-03  1.4465158e-03]"
390,390,당신의 돈과 시간은 소중하다는 걸 명심하세요.,1,2025-01-22 23:24:57.443753,23,"[-6.4804801e-04  5.2222237e-04  1.2525806e-03 -1.0130049e-03
  1.6094372e-03 -5.9055733e-03  4.1158688e-03  7.4860794e-03
 -3.1061878e-03  5.6910957e-04 -5.0375154e-03 -1.9297381e-03
 -3.7882901e-03 -6.4071181e-05 -6.7462982e-04  1.7999028e-03
  4.5076941e-04 -3.1497714e-04 -1.3434656e-03 -6.5234569e-03
  2.3717566e-03 -1.1991845e-03  1.0730098e-03 -6.3258735e-03
 -3.1546426e-03  1.3955565e-03 -3.5349668e-03  8.0326943e-05
 -4.3931101e-03  5.6237620e-03  5.3398148e-03  2.2791111e-04
 -8.6438452e-04 -4.5765294e-03 -4.5744833e-03  5.9091984e-03
  1.6365018e-03 -1.4372673e-03 -9.5749616e-05 -4.4824779e-03
  6.4354978e-04 -2.4509961e-03 -1.3127644e-04 -2.4547162e-03
  6.2186114e-04 -2.0142449e-03  3.0291799e-04 -4.2801583e-03
  1.6999722e-03  5.4245623e-04  4.5151035e-03 -4.1340911e-03
  9.5682213e-04 -2.3200174e-03  1.0170411e-04  1.9842638e-03
  2.0243896e-03 -1.1524172e-03 -2.2987900e-03 -2.2211394e-03
  4.7979419e-04  1.0608964e-03 -6.7435717e-04 -9.7372824e-05
 -1.1321154e-03  2.5953487e-03  2.3704262e-03 -1.2822056e-04
 -5.0698328e-03  4.4615734e-03 -3.2258094e-03 -2.2974717e-03
  2.8660996e-03 -2.1001562e-03  4.0811296e-03 -1.4821813e-03
 -4.1163587e-03  1.1392268e-03 -1.4538851e-03  3.1400847e-03
  1.6860961e-04 -9.8783674e-04 -4.7679450e-03  5.2578035e-03
 -1.7866147e-03 -1.3238590e-03  1.0130065e-03 -9.6825656e-04
  3.1003139e-03 -4.6766878e-04  6.6772653e-03 -8.2023029e-04
  2.1428445e-03 -3.0865683e-03  3.0787394e-03  1.1232044e-03
  1.9074305e-03 -1.3251350e-03 -2.9597152e-04 -3.3103153e-03]"
391,391,재미있네요. 3인방 케미도 좋아요.,10,2025-01-22 23:24:57.452606,23,"[-1.7341519e-03  2.4004807e-03 -1.7374812e-03  6.1222079e-04
  6.1391335e-04 -6.2961220e-03  3.9429804e-03  7.3822215e-03
 -3.9831791e-03 -4.7626421e-03 -2.5189619e-03 -7.5012790e-03
 -2.0811032e-03  5.8756499e-03  2.5032181e-04 -2.3271828e-03
  1.4901457e-03 -5.2352562e-03 -5.3064772e-03 -7.4722939e-03
  2.9635327e-03 -1.3670090e-03  8.0284458e-03 -3.4936552e-03
 -7.5775164e-04 -1.4987091e-03 -3.7313388e-03 -3.0314815e-03
 -7.7844074e-04  3.5701960e-03  6.3609285e-03 -4.0167005e-04
  6.1237777e-04 -7.3309205e-03 -9.3914132e-05  5.0499542e-03
  3.9899740e-03 -1.2120223e-03 -2.8699578e-03 -6.8337154e-03
  1.2352939e-03 -5.5041723e-03 -4.4167140e-03  4.9849349e-04
  1.5542125e-03 -2.0912604e-04  2.9793530e-04 -7.3951250e-04
  1.0359017e-03  3.8482116e-03  3.6459584e-03 -7.7429973e-03
  1.8056986e-03  1.5509538e-03 -2.8385296e-03  9.1348193e-04
  6.0786353e-03  1.5918654e-03 -5.9437198e-03  2.6936643e-03
 -6.6166336e-05 -1.3589342e-03 -1.7311188e-04 -4.0624207e-03
 -4.0191016e-03  4.7981846e-03  4.1709174e-03  2.8919026e-03
 -3.6777172e-03  7.3429719e-03 -3.0264023e-03 -1.8324652e-03
  6.7901891e-03  2.9209960e-04  4.7572108e-04  1.8896528e-03
 -4.3523158e-03  8.4070826e-04 -2.8518760e-03 -1.0115451e-03
 -5.3475518e-03  1.4725752e-04 -5.4040137e-03  1.0349518e-03
 -2.1646630e-03 -2.8353415e-03  3.7814504e-03  2.6791145e-03
  3.6161700e-03  7.0166937e-04  7.1254158e-03  1.1628432e-03
 -1.8437473e-03 -4.2709508e-03  7.2140573e-03  2.5380126e-03
 -8.8797387e-04 -5.9861103e-03 -1.9129072e-03 -2.2813713e-04]"
392,392,모든 게 과하다.. 건질건 애니매이션 연출뿐,7,2025-01-22 23:24:57.460772,23,"[ 5.66848437e-04  2.23961542e-03  3.33709235e-04  3.84322666e-05
  3.33501562e-03 -5.95566293e-04  6.03052508e-03  3.94468149e-03
 -6.24273764e-03 -2.06620735e-03 -3.87438922e-03 -2.73781223e-03
 -8.69168492e-04  2.92794430e-04  1.82039582e-03 -4.04243125e-03
  1.94745546e-04 -3.38049675e-03 -2.60159693e-04 -7.49605335e-03
  4.67067724e-03  5.63595037e-04  9.30417445e-04 -1.48275029e-03
 -4.61985543e-03  3.00276163e-03 -4.88669006e-03 -4.84759407e-03
 -2.21448112e-03  7.72659725e-04  4.37009847e-03  1.07379863e-03
 -3.53390613e-04 -4.15416993e-03 -2.40851147e-03  4.57121618e-03
 -2.80866749e-03  1.10810751e-03 -2.77826306e-03 -4.54852171e-03
  2.45868741e-03 -5.30506903e-03 -1.31791725e-03  4.43014177e-03
  1.74136087e-03  3.90702713e-04 -1.34563341e-03 -4.14948352e-03
  2.62460019e-03  1.55941921e-03  2.45935749e-03  1.02821412e-03
 -1.59771385e-04 -2.49311631e-03 -8.41108558e-04  2.20729876e-03
 -2.55858813e-05 -1.04464176e-04 -6.74855243e-03 -3.33232456e-04
  7.20935757e-04 -1.11209985e-03 -2.07619625e-03 -3.20552452e-03
 -3.33091035e-03  1.35872455e-03  1.30379060e-03  4.31356486e-03
 -3.72451055e-03  4.05205367e-03 -8.00402544e-04 -2.66289077e-04
  5.50334924e-04 -5.52999438e-04  3.66093637e-03  7.82908639e-04
  1.01465957e-04  2.10270029e-03 -2.00587499e-04  2.64452980e-03
 -4.57877712e-03  3.67401447e-03 -3.99160711e-03  4.22288291e-03
 -1.88965222e-03  8.47957446e-04  2.61147134e-03  4.36786376e-03
  6.44419761e-03 -1.46460114e-03  6.88320305e-03  5.91274933e-04
  7.36846821e-04  9.31174727e-04  3.55185242e-03  1.02091848e-03
  2.50075967e-03 -1.05297333e-03  1.48427964e-03 -1.51512839e-04]"
